计算机体系结构/并行与分布计算/存储系统	ICCAD	International Conference on Computer-Aided Design	Conference	B	IEEE/ACM	http://dblp.uni-trier.de/db/conf/iccad/
计算机体系结构/并行与分布计算/存储系统	ICDCS	IEEE International Conference on Distributed Computing Systems	Conference	B	IEEE	http://dblp.uni-trier.de/db/conf/icdcs/
计算机体系结构/并行与分布计算/存储系统	CODES+ISSS	International Conference on Hardware/Software Co-design and System Synthesis	Conference	B	ACM/ IEEE	https://dblp.uni-trier.de/db/conf/codesisss/index.html
交叉/综合/新兴	APBC	Asia Pacific Bioinformatics Conference	Conference	C	BioMed Central	http://dblp.uni-trier.de/db/conf/apbc/
交叉/综合/新兴	IEEE BigData	IEEE International Conference on Big Data	Conference	C	IEEE	https://dblp.uni-trier.de/db/conf/bigdataconf/
交叉/综合/新兴	IEEE CLOUD	IEEE International Conference on Cloud Computing	Conference	C	IEEE	http://dblp.uni-trier.de/db/conf/IEEEcloud/
计算机科学理论	SAT	International Conference on Theory and Applications of Satisfiability Testing	Conference	B	Springer	http://dblp.uni-trier.de/db/conf/sat/
计算机科学理论	COCOON	International Computing and Combinatorics Conference	Conference	B	Springer	https://dblp.org/db/conf/cocoon/index.html
计算机网络	ICCCN	IEEE International Conference on Computer Communications and Networks	Conference	C	IEEE	http://dblp.uni-trier.de/db/conf/icccn/
计算机网络	MASS	IEEE International Conference on Mobile Ad-hoc and Sensor Systems	Conference	C	IEEE	http://dblp.uni-trier.de/db/conf/mass/index.html
计算机网络	P2P	IEEE International Conference on P2P Computing	Conference	C	IEEE	http://dblp.uni-trier.de/db/conf/p2p/
数据库/数据挖掘/内容检索	WSDM	ACM International Conference on Web Search and Data Mining	Conference	B	ACM	http://dblp.uni-trier.de/db/conf/wsdm/
数据库/数据挖掘/内容检索	PODS	ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems	Conference	B	ACM	http://dblp.uni-trier.de/db/conf/pods/
数据库/数据挖掘/内容检索	DASFAA	International Conference on Database Systems for Advanced Applications	Conference	B	Springer	http://dblp.uni-trier.de/db/conf/dasfaa/
软件工程/系统软件/程序设计语言	LCTES	ACM SIGPLAN/SIGBED International Conference on Languages, Compilers andTools for Embedded Systems	Conference	B	ACM	http://dblp.uni-trier.de/db/conf/lctrts/
软件工程/系统软件/程序设计语言	MoDELS	ACM/IEEE International Conference on Model Driven Engineering Languages and Systems	Conference	B	ACM, IEEE	http://dblp.uni-trier.de/db/conf/models/
计算机图形学与多媒体	ICASSP	IEEE International Conference on Acoustics,Speech and Signal Processing	Conference	B	IEEE	http://dblp.uni-trier.de/db/conf/icassp/
计算机图形学与多媒体	ICME	IEEE International Conference on Multimedia& Expo	Conference	B	IEEE	http://dblp.uni-trier.de/db/conf/icmcs/
网络与信息安全	SACMAT	ACM Symposium on Access Control Models and Technologies	Conference	C	ACM	http://dblp.uni-trier.de/db/conf/sacmat/
网络与信息安全	DRM	ACM Workshop on Digital Rights Management	Conference	C	ACM	http://dblp.uni-trier.de/db/conf/drm/
计算机体系结构/并行与分布计算/存储系统	HiPEAC	International Conference on High Performance and Embedded Architectures and Compilers	Conference	B	ACM	http://dblp.uni-trier.de/db/conf/hipeac/
计算机体系结构/并行与分布计算/存储系统	SIGMETRICS	International Conference on Measurement and Modeling of Computer Systems	Conference	B	ACM	http://dblp.uni-trier.de/db/conf/sigmetrics/
交叉/综合/新兴	SMC	IEEE International Conference on Systems, Man, and Cybernetics	Conference	C	IEEE	https://dblp.uni-trier.de/db/conf/smc/
交叉/综合/新兴	COSIT	International Conference on Spatial Information Theory	Conference	C	ACM	http://dblp.uni-trier.de/db/conf/cosit/
计算机科学理论	CSL	Computer Science Logic	Conference	C	Springer	http://dblp.uni-trier.de/db/conf/csl/
计算机网络	IPCCC	IEEE International Performance Computing and Communications Conference	Conference	C	IEEE	http://dblp.uni-trier.de/db/conf/ipccc/
计算机网络	WoWMoM	IEEE International Symposium on a World of Wireless Mobile and Multimedia Networks	Conference	C	IEEE	http://dblp.uni-trier.de/db/conf/wowmom/
